Acadept,Degname,Major,Acad Yr,Count of OSIR
PHYS,BS,Physics - Applied Physics (BS),2021,25
PHYS,BS,Physics - Secondary Teaching (BS),2020,3
PHYS,BS,Physics - Professional Physics (BS),2020,7
PHYS,BS,Physics - Applied Physics (BS),2020,19
PHYS,BS,Physics - Secondary Teaching (BS),2019,4
PHYS,BS,Physics - Professional Physics (BS),2019,13
PHYS,BS,Physics - Applied Physics (BS),2019,18
PHYS,BS,Physics - Secondary Teaching (BS),2018,7
PHYS,BS,Physics - Professional Physics (BS),2018,14
PHYS,BS,Physics - Applied Physics (BS),2018,16
PHYS,BS,Physics - Secondary Teaching (BS),2017,9
PHYS,BS,Physics - Professional Physics (BS),2017,13
PHYS,BS,Physics - Applied Physics (BS),2017,23
PHYS,BS,Physics - Secondary Teaching (BS),2016,12
PHYS,BS,Physics - Professional Physics (BS),2016,20
PHYS,BS,Physics - Applied Physics (BS),2016,22
PHYS,BS,Physics - Secondary Teaching (BS),2015,16
PHYS,BS,Physics - Professional Physics (BS),2015,18
PHYS,BS,Physics - Applied Physics (BS),2015,20
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2024,1
POLS,BA,Political Science - Public Law (BA),2024,96
POLS,BA,Political Science - Public Administration & Service (BA),2024,8
POLS,BA,Political Science - Politics and Governance (BA),2024,91
POLS,BA,Political Science - International Politics (BA),2024,26
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2023,6
POLS,BA,Political Science - Public Law (BA),2023,81
POLS,BA,Political Science - Public Administration & Service (BA),2023,8
POLS,BA,Political Science - Politics and Governance (BA),2023,82
POLS,BA,Political Science - International Politics (BA),2023,29
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2022,10
POLS,BA,Political Science - Public Law (BA),2022,74
POLS,BA,Political Science - Public Administration & Service (BA),2022,7
POLS,BA,Political Science - Politics and Governance (BA),2022,74
POLS,BA,Political Science - International Politics (BA),2022,35
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2021,12
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2020,6
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2019,8
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2018,8
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2017,10
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2016,8
POLS,BA,Political Science-Justice and Democracy: The American Experiment (BA),2015,6
POLS,BA/BS,Political Science - Public Law (BS),2021,24
POLS,BA/BS,Political Science - Public Law (BA),2021,74
POLS,BA/BS,Political Science - Public Administration and Service (BS),2021,5
POLS,BA/BS,Political Science - Public Administration & Service (BA),2021,10
POLS,BA/BS,Political Science - Politics and Governance (BS),2021,16
POLS,BA/BS,Political Science - Politics and Governance (BA),2021,78
POLS,BA/BS,Political Science - International Politics (BS),2021,5
POLS,BA/BS,Political Science - International Politics (BA),2021,32
POLS,BA/BS,Political Science - Public Law (BS),2020,21
POLS,BA/BS,Political Science - Public Law (BA),2020,73
POLS,BA/BS,Political Science - Public Administration and Service (BS),2020,6
POLS,BA/BS,Political Science - Public Administration & Service (BA),2020,15
POLS,BA/BS,Political Science - Politics and Governance (BS),2020,15
POLS,BA/BS,Political Science - Politics and Governance (BA),2020,65
POLS,BA/BS,Political Science - International Politics (BS),2020,4
POLS,BA/BS,Political Science - International Politics (BA),2020,31
POLS,BA/BS,Political Science - Public Law (BS),2019,15
POLS,BA/BS,Political Science - Public Law (BA),2019,76
POLS,BA/BS,Political Science - Public Administration and Service (BS),2019,5
POLS,BA/BS,Political Science - Public Administration & Service (BA),2019,15
POLS,BA/BS,Political Science - Politics and Governance (BS),2019,22
POLS,BA/BS,Political Science - Politics and Governance (BA),2019,72
POLS,BA/BS,Political Science - International Politics (BS),2019,3
POLS,BA/BS,Political Science - International Politics (BA),2019,29
POLS,BA/BS,Political Science - Public Law (BS),2018,22
POLS,BA/BS,Political Science - Public Law (BA),2018,73
POLS,BA/BS,Political Science - Public Administration and Service (BS),2018,6
POLS,BA/BS,Political Science - Public Administration & Service (BA),2018,15
POLS,BA/BS,Political Science - Politics and Governance (BS),2018,21
POLS,BA/BS,Political Science - Politics and Governance (BA),2018,70
POLS,BA/BS,Political Science - International Politics (BS),2018,6
POLS,BA/BS,Political Science - International Politics (BA),2018,32
POLS,BA/BS,Political Science - Public Law (BS),2017,24
POLS,BA/BS,Political Science - Public Law (BA),2017,64
POLS,BA/BS,Political Science - Public Administration and Service (BS),2017,6
POLS,BA/BS,Political Science - Public Administration & Service (BA),2017,19
POLS,BA/BS,Political Science - Politics and Governance (BS),2017,31
POLS,BA/BS,Political Science - Politics and Governance (BA),2017,61
POLS,BA/BS,Political Science - International Politics (BS),2017,8
POLS,BA/BS,Political Science - International Politics (BA),2017,33
POLS,BA/BS,Political Science - Public Law (BS),2016,27
POLS,BA/BS,Political Science - Public Law (BA),2016,72
POLS,BA/BS,Political Science - Public Administration and Service (BS),2016,10
POLS,BA/BS,Political Science - Public Administration & Service (BA),2016,21
POLS,BA/BS,Political Science - Politics and Governance (BS),2016,29
POLS,BA/BS,Political Science - Politics and Governance (BA),2016,54
POLS,BA/BS,Political Science - International Politics (BS),2016,12
POLS,BA/BS,Political Science - International Politics (BA),2016,37
POLS,BA/BS,Political Science - Public Law (BS),2015,32
POLS,BA/BS,Political Science - Public Law (BA),2015,77
POLS,BA/BS,Political Science - Public Administration and Service (BS),2015,8
POLS,BA/BS,Political Science - Public Administration & Service (BA),2015,25
POLS,BA/BS,Political Science - Politics and Governance (BS),2015,20
POLS,BA/BS,Political Science - Politics and Governance (BA),2015,58
POLS,BA/BS,Political Science - International Politics (BS),2015,10
POLS,BA/BS,Political Science - International Politics (BA),2015,41
POLS,BS,Political Science - Public Law (BS),2024,27
POLS,BS,Political Science - Public Administration and Service (BS),2024,3
POLS,BS,Political Science - Politics and Governance (BS),2024,16
POLS,BS,Political Science - International Politics (BS),2024,7
POLS,BS,Political Science - Public Law (BS),2023,27
POLS,BS,Political Science - Public Administration and Service (BS),2023,5
POLS,BS,Political Science - Politics and Governance (BS),2023,13
POLS,BS,Political Science - International Politics (BS),2023,7
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2022,3
POLS,BS,Political Science - Public Law (BS),2022,26
POLS,BS,Political Science - Public Administration and Service (BS),2022,6
POLS,BS,Political Science - Politics and Governance (BS),2022,17
POLS,BS,Political Science - International Politics (BS),2022,6
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2021,4
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2020,3
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2019,5
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2018,2
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2017,3
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2016,1
POLS,BS,Political Science-Justice and Democracy: The American Experiment (BS),2015,5
PSYC,BA,Psychology (BA),2024,554
PSYC,BA,Psychology (BA),2023,559
PSYC,BA,Psychology (BA),2022,548
PSYC,BA/BS,Psychology (BS),2021,265
PSYC,BA/BS,Psychology (BA),2021,539
PSYC,BA/BS,Psychology (BS),2020,247
PSYC,BA/BS,Psychology (BA),2020,512
PSYC,BA/BS,Psychology (BS),2019,215
PSYC,BA/BS,Psychology (BA),2019,452
PSYC,BA/BS,Psychology (BS),2018,228
PSYC,BA/BS,Psychology (BA),2018,412
PSYC,BA/BS,Psychology (BS),2017,250
PSYC,BA/BS,Psychology (BA),2017,442
PSYC,BA/BS,Psychology (BS),2016,267
PSYC,BA/BS,Psychology (BA),2016,475
PSYC,BA/BS,Psychology (BS),2015,254
PSYC,BA/BS,Psychology (BA),2015,493
PSYC,BS,Psychology (BS),2024,313
PSYC,BS,Psychology (BS),2023,298
PSYC,BS,Psychology (BS),2022,300
