Acadept,Degname,Major,Acad Yr,Count of OSIR
EAE,BS,"Earth, Atmosphere and Environment - Earth and Planetary Science (BS)",2024,18
EAE,BS,"Earth, Atmosphere and Environment - Climate Science (BS)",2024,3
EAE,BS,Meteorology (BS),2023,65
EAE,BS,Geology - Geology (BS),2023,34
EAE,BS,Geology - Environmental Geosciences (BS),2023,8
EAE,BS,Geology - Earth & Space Science Education (BS),2023,1
EAE,BS,Geography (BS),2023,25
EAE,BS,"Earth, Atmosphere and Environment - Geospatial Systems (BS)",2023,1
EAE,BS,"Earth, Atmosphere and Environment - Earth and Planetary Science (BS)",2023,1
EAE,BS,"Earth, Atmosphere and Environment - Climate Science (BS)",2023,1
EAE,BS,Meteorology (BS),2022,59
EAE,BS,Geology - Geology (BS),2022,31
EAE,BS,Geology - Environmental Geosciences (BS),2022,12
EAE,BS,Geography (BS),2022,29
EAE,MS,Geology (MS),2025,2
EAE,MS,Geography (MS),2025,1
EAE,MS,"Earth, Atmosphere and Environment (MS)",2025,22
EAE,MS,Geology (MS),2024,3
EAE,MS,Geography (MS),2024,2
EAE,MS,"Earth, Atmosphere and Environment (MS)",2024,22
EAE,MS,Geology (MS),2023,6
EAE,MS,Geography (MS),2023,14
EAE,MS,Geology (MS),2022,14
EAE,MS,Geography (MS),2022,13
EAE,PHD,Geology (PHD),2025,2
EAE,PHD,Geography (PHD),2025,3
EAE,PHD,"Earth, Atmosphere and Environment (PHD)",2025,13
EAE,PHD,Geology (PHD),2024,3
EAE,PHD,Geography (PHD),2024,6
EAE,PHD,"Earth, Atmosphere and Environment (PHD)",2024,11
EAE,PHD,Geology (PHD),2023,6
EAE,PHD,Geography (PHD),2023,13
EAE,PHD,Geology (PHD),2022,8
EAE,PHD,Geography (PHD),2022,14
ECON,BA,Economics (BA),2025,23
ECON,BA,Economics (BA),2024,26
ECON,BA,Economics (BA),2023,20
ECON,BA,Economics (BA),2022,18
ECON,BA/BS,Economics (BS),2021,37
ECON,BA/BS,Economics (BA),2021,22
ECON,BA/BS,Economics (BS),2020,45
ECON,BA/BS,Economics (BA),2020,23
ECON,BA/BS,Economics (BS),2019,39
ECON,BA/BS,Economics (BA),2019,29
ECON,BA/BS,Economics (BS),2018,53
ECON,BA/BS,Economics (BA),2018,30
ECON,BA/BS,Economics (BS),2017,75
ECON,BA/BS,Economics (BA),2017,34
ECON,BA/BS,Economics (BS),2016,87
ECON,BA/BS,Economics (BA),2016,41
ECON,BS,Economics: Financial Economics (BS),2025,10
ECON,BS,Economics (BS),2025,34
ECON,BS,Economics: Financial Economics (BS),2024,15
ECON,BS,Economics (BS),2024,27
ECON,BS,Economics: Financial Economics (BS),2023,12
ECON,BS,Economics (BS),2023,29
ECON,BS,Economics: Financial Economics (BS),2022,8
ECON,BS,Economics (BS),2022,25
ECON,BS,Economics: Financial Economics (BS),2021,8
ECON,BS,Economics: Financial Economics (BS),2020,4
ECON,BS,Economics: Financial Economics (BS),2019,3
ECON,BS,Economics: Financial Economics (BS),2018,2
ECON,BS,Economics: Financial Economics (BS),2017,1
ECON,MA,Economics (MA),2025,4
ECON,MA,Economics (MA),2024,2
ECON,MA,Economics (MA),2023,2
ECON,MA,Economics (MA),2022,3
ECON,MA,Economics (MA),2021,5
ECON,MA,Economics (MA),2020,6
ECON,MA,Economics (MA),2019,4
ECON,MA,Economics (MA),2018,4
ECON,MA,Economics (MA),2017,6
ECON,MA,Economics (MA),2016,7
ECON,PHD,Economics (PHD),2025,19
ECON,PHD,Economics (PHD),2024,22
ECON,PHD,Economics (PHD),2023,23
ECON,PHD,Economics (PHD),2022,19
ECON,PHD,Economics (PHD),2021,27
ECON,PHD,Economics (PHD),2020,29
ECON,PHD,Economics (PHD),2019,29
ECON,PHD,Economics (PHD),2018,27
ECON,PHD,Economics (PHD),2017,26
ECON,PHD,Economics (PHD),2016,26
ELE,BS,Electrical Engineering (BS),2025,265
ELE,BS,Electrical Engineering (BS),2024,220
ELE,BS,Electrical Engineering (BS),2023,197
ELE,BS,Electrical Engineering (BS),2022,201
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2021,2
ELE,BS,Electrical Engineering (BS),2021,214
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2020,8
ELE,BS,Electrical Engineering (BS),2020,224
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2019,26
ELE,BS,Electrical Engineering (BS),2019,287
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2018,72
ELE,BS,Electrical Engineering (BS),2018,307
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2017,73
ELE,BS,Electrical Engineering (BS),2017,290
ELE,BS,Electrical Engineering: Biomedical Engineering (BS),2016,88
ELE,BS,Electrical Engineering (BS),2016,314
ELE,MS,Electrical Engineering (MS),2025,52
ELE,MS,Electrical Engineering (MS),2024,51
ELE,MS,Electrical Engineering (MS),2023,50
ELE,MS,Electrical Engineering (MS),2022,52
ELE,MS,Electrical Engineering (MS),2021,27
ELE,MS,Electrical Engineering (MS),2020,40
ELE,MS,Electrical Engineering (MS),2019,39
ELE,MS,Electrical Engineering (MS),2018,41
ELE,MS,Electrical Engineering (MS),2017,36
ELE,MS,Electrical Engineering (MS),2016,39
ELE,PHD,Electrical Engineering (PHD),2025,5
ELE,PHD,Electrical Engineering (PHD),2024,3
ELE,PHD,Electrical Engineering (PHD),2023,2
ELE,PHD,Electrical Engineering (PHD),2022,2
ELE,PHD,Electrical Engineering (PHD),2021,1
ELE,PHD,Electrical Engineering (PHD),2020,1
ENGL,BA,English (BA),2025,135
ENGL,BA,English (BA),2024,127
ENGL,BA,English (BA),2023,133
ENGL,BA,English (BA),2022,142
ENGL,BA,English (BA),2021,179
ENGL,BA,English (BA),2020,178
ENGL,BA,English (BA),2019,211
ENGL,BA,English (BA),2018,214
ENGL,BA,English (BA),2017,228
ENGL,BA,English (BA),2016,212
ENGL,BS,English (BS),2025,17
ENGL,BS,English (BS),2024,14
ENGL,BS,English (BS),2023,17
ENGL,BS,English (BS),2022,26
ENGL,BS,English (BS),2021,13
ENGL,BS,English (BS),2020,6
ENGL,BS,English (BS),2019,2
ENGL,MA,English (MA),2025,28
ENGL,MA,English (MA),2024,31
ENGL,MA,English (MA),2023,41
ENGL,MA,English (MA),2022,37
ENGL,MA,English (MA),2021,38
ENGL,MA,English (MA),2020,28
ENGL,MA,English (MA),2019,33
ENGL,MA,English (MA),2018,42
ENGL,MA,English (MA),2017,44
ENGL,MA,English (MA),2016,55
ENGL,PHD,English (PHD),2025,43
ENGL,PHD,English (PHD),2024,37
ENGL,PHD,English (PHD),2023,38
ENGL,PHD,English (PHD),2022,42
ENGL,PHD,English (PHD),2021,45
ENGL,PHD,English (PHD),2020,48
ENGL,PHD,English (PHD),2019,49
ENGL,PHD,English (PHD),2018,51
ENGL,PHD,English (PHD),2017,50
ENGL,PHD,English (PHD),2016,63
ENVS,,Environmental Studies Undecided,2025,9
ENVS,,Environmental Studies Undecided,2024,22
ENVS,BA,Environmental Studies - Sustainable Food Systems (BA),2025,6
ENVS,BA,Environmental Studies - Sustainability and Energy Studies (BA),2025,6
ENVS,BA,Environmental Studies - Environmental Policy and Law (BA),2025,7
ENVS,BA,Environmental Studies - Environmental Justice (BA),2025,6
ENVS,BA,Environmental Studies - Educator Licensure in Environmental Science (BA),2025,1
ENVS,BA,Environmental Studies - Sustainable Food Systems (BA),2024,3
ENVS,BA,Environmental Studies - Sustainability and Energy Studies (BA),2024,3
ENVS,BA,Environmental Studies - Environmental Policy and Law (BA),2024,10
ENVS,BA,Environmental Studies - Environmental Justice (BA),2024,9
ENVS,BA,Environmental Studies (BA),2023,28
ENVS,BA,Environmental Studies (BA),2022,34
ENVS,BA,Environmental Studies (BA),2021,35
ENVS,BA,Environmental Studies (BA),2020,31
ENVS,BA,Environmental Studies (BA),2019,20
ENVS,BA,Environmental Studies (BA),2018,20
ENVS,BA,Environmental Studies (BA),2017,20
ENVS,BA,Environmental Studies (BA),2016,21
ENVS,BS,Environmental Studies - Water Science (BS),2025,1
ENVS,BS,Environmental Studies - Sustainable Food Systems (BS),2025,3
ENVS,BS,Environmental Studies - Sustainability and Energy Studies (BS),2025,4
ENVS,BS,Environmental Studies - Environmental Policy and Law (BS),2025,6
ENVS,BS,Environmental Studies - Educator Licensure in Environmental Science (BS),2025,7
ENVS,BS,Environmental Studies - Biodiversity and Environmental Restoration (BS),2025,47
ENVS,BS,Environmental Studies - Water Science (BS),2024,4
ENVS,BS,Environmental Studies - Sustainability and Energy Studies (BS),2024,5
ENVS,BS,Environmental Studies - Environmental Policy and Law (BS),2024,5
ENVS,BS,Environmental Studies - Educator Licensure in Environmental Science (BS),2024,4
ENVS,BS,Environmental Studies - Biodiversity and Environmental Restoration (BS),2024,42
ENVS,BS,Environmental Studies (BS),2023,80
ENVS,BS,Environmental Studies (BS),2022,76
ENVS,BS,Environmental Studies (BS),2021,78
ENVS,BS,Environmental Studies (BS),2020,100
ENVS,BS,Environmental Studies (BS),2019,101
ENVS,BS,Environmental Studies (BS),2018,95
ENVS,BS,Environmental Studies (BS),2017,89
ENVS,BS,Environmental Studies (BS),2016,106
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2021,29
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2020,19
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2019,10
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2018,13
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2017,18
ETRA,BS,"Applied Management-Instructional Technology, Training, and Evaluation (BS)",2016,9
ETRA,CGS,Certificate of Graduate Study in Teaching English as a Second Language and (CGS),2025,3
ETRA,EDD,Instructional Technology (EDD),2025,1
ETRA,EDD,Instructional Technology (EDD),2024,1
ETRA,EDD,Instructional Technology (EDD),2023,1
ETRA,EDD,Instructional Technology (EDD),2022,1
ETRA,EDD,Instructional Technology (EDD),2021,1
ETRA,EDD,Instructional Technology (EDD),2020,2
ETRA,EDD,Instructional Technology (EDD),2019,5
ETRA,EDD,Instructional Technology (EDD),2018,10
ETRA,EDD,Instructional Technology (EDD),2017,11
ETRA,EDD,Instructional Technology (EDD),2016,8
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2025,17
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2024,18
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2023,9
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2022,8
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2021,11
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2020,19
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2019,23
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2018,19
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2017,10
ETRA,MS,"Educational Research, Evaluation, and Assessment (MS)",2016,6
ETRA,MSED,Instructional Technology (MSED),2025,51
ETRA,MSED,Instructional Technology (MSED),2024,47
ETRA,MSED,Instructional Technology (MSED),2023,53
ETRA,MSED,Instructional Technology (MSED),2022,63
ETRA,MSED,Instructional Technology (MSED),2021,56
ETRA,MSED,Instructional Technology (MSED),2020,66
ETRA,MSED,Instructional Technology (MSED),2019,64
ETRA,MSED,Instructional Technology (MSED),2018,61
ETRA,MSED,Instructional Technology (MSED),2017,47
ETRA,MSED,Instructional Technology (MSED),2016,67
ETRA,PHD,Instructional Technology (PHD),2025,80
ETRA,PHD,Instructional Technology (PHD),2024,83
ETRA,PHD,Instructional Technology (PHD),2023,85
ETRA,PHD,Instructional Technology (PHD),2022,96
ETRA,PHD,Instructional Technology (PHD),2021,91
ETRA,PHD,Instructional Technology (PHD),2020,97
ETRA,PHD,Instructional Technology (PHD),2019,103
ETRA,PHD,Instructional Technology (PHD),2018,100
ETRA,PHD,Instructional Technology (PHD),2017,93
ETRA,PHD,Instructional Technology (PHD),2016,82
FACS,,"Pre-Family, Consumer & Nutrition Science",2020,6
FACS,,"Pre-Family, Consumer & Nutrition Science",2019,2
FACS,,"Pre-Family, Consumer & Nutrition Science",2018,13
FACS,,"Pre-Family, Consumer & Nutrition Science",2017,100
FACS,,"Pre-Family, Consumer & Nutrition Science",2016,127
FACS,,Pre-Early Childhood Studies,2016,5
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2025,70
FACS,BS,Human Development & Family Sciences: Child Development (BS),2025,52
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2025,45
FACS,BS,Human Dev & Family Sci: Adult Development and Aging (BS),2025,2
FACS,BS,Hospitality and Tourism Management (BS),2025,1
FACS,BS,Fashion Merchandising (BS),2025,45
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2024,68
FACS,BS,Human Development & Family Sciences: Child Development (BS),2024,65
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2024,44
FACS,BS,Hospitality and Tourism Management (BS),2024,1
FACS,BS,Fashion Merchandising (BS),2024,31
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2023,89
FACS,BS,Human Development & Family Sciences: Child Development (BS),2023,71
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2023,37
FACS,BS,Hospitality and Tourism Management (BS),2023,7
FACS,BS,Fashion Merchandising (BS),2023,40
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2022,85
FACS,BS,Human Development & Family Sciences: Child Development (BS),2022,48
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2022,48
FACS,BS,Hospitality and Tourism Management (BS),2022,16
FACS,BS,Fashion Merchandising (BS),2022,49
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2021,105
FACS,BS,Human Development & Family Sciences: Child Development (BS),2021,46
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2021,31
FACS,BS,Fashion Merchandising (BS),2021,57
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2020,111
FACS,BS,Human Development & Family Sciences: Child Development (BS),2020,61
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2020,36
FACS,BS,Fashion Merchandising (BS),2020,53
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2019,94
FACS,BS,Human Development & Family Sciences: Child Development (BS),2019,65
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2019,62
FACS,BS,Fashion Merchandising (BS),2019,52
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2018,100
FACS,BS,Human Development & Family Sciences: Child Development (BS),2018,80
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2018,78
FACS,BS,Fashion Merchandising (BS),2018,55
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2017,56
FACS,BS,Human Development & Family Sciences: Child Development (BS),2017,60
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2017,67
FACS,BS,Fashion Merchandising (BS),2017,52
FACS,BS,Human Development & Family Sciences: Family Social Services (BS),2016,68
FACS,BS,Human Development & Family Sciences: Child Development (BS),2016,66
FACS,BS,"Human Dev & Family Sci: Family Relations, Prevention and Wellness (BS)",2016,56
FACS,BS,Fashion Merchandising (BS),2016,50
FACS,BS,Early Childhood Education (BS),2016,6
FACS,MS,Applied Human Development and Family Sciences (MS),2025,5
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2025,26
FACS,MS,Applied Human Development & Family Sciences: Leadership in Aging Studies (MS),2025,3
FACS,MS,Applied Human Development and Family Sciences (MS),2024,5
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2024,23
FACS,MS,Applied Human Development & Family Sciences: Leadership in Aging Studies (MS),2024,3
FACS,MS,Applied Human Development and Family Sciences (MS),2023,7
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2023,25
FACS,MS,Applied Human Development and Family Sciences (MS),2022,9
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2022,25
FACS,MS,Applied Human Development & Family Sciences: Leadership in Aging Studies (MS),2022,1
FACS,MS,Applied Human Development and Family Sciences (MS),2021,9
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2021,21
FACS,MS,Applied Human Development & Family Sciences: Leadership in Aging Studies (MS),2021,1
FACS,MS,Applied Human Development and Family Sciences (MS),2020,8
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2020,22
FACS,MS,Applied Human Development & Family Sciences: Leadership in Aging Studies (MS),2020,1
FACS,MS,Applied Human Development and Family Sciences (MS),2019,5
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2019,29
FACS,MS,Applied Human Development and Family Sciences (MS),2018,12
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2018,22
FACS,MS,Applied Human Development and Family Sciences (MS),2017,14
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2017,16
FACS,MS,Applied Human Development and Family Sciences (MS),2016,16
FACS,MS,Applied Human Development & Family Sciences: Marriage and Family Therapy (MS),2016,11
FINA,BS,Finance (BS),2025,357
FINA,BS,Finance (BS),2024,278
FINA,BS,Finance (BS),2023,275
FINA,BS,Finance (BS),2022,255
FINA,BS,Finance (BS),2021,256
FINA,BS,Finance (BS),2020,257
FINA,BS,Finance (BS),2019,297
FINA,BS,Finance (BS),2018,305
FINA,BS,Finance (BS),2017,322
FINA,BS,Finance (BS),2016,324
FINA,MS,Finance (MS),2025,17
FINA,MS,Finance (MS),2024,18
FINA,MS,Finance (MS),2023,13
FINA,MS,Finance (MS),2022,11
FINA,MS,Finance (MS),2021,15
FINA,MS,Financial Risk Management (MS),2020,1
FINA,MS,Finance (MS),2020,15
FINA,MS,Financial Risk Management (MS),2019,6
FINA,MS,Finance (MS),2019,13
FINA,MS,Financial Risk Management (MS),2018,8
FINA,MS,Financial Risk Management (MS),2017,11
FINA,MS,Financial Risk Management (MS),2016,7
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2025,25
FWLC,BA,World Lang & Cultures: German Studies (BA),2025,1
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2025,3
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2024,24
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2024,4
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2023,33
FWLC,BA,World Lang & Cultures: German Studies (BA),2023,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2023,6
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2022,47
FWLC,BA,World Lang & Cultures: German Studies (BA),2022,1
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2022,10
FWLC,BA,Spanish Language & Literature (BA),2022,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2021,49
FWLC,BA,World Lang & Cultures: German Studies (BA),2021,3
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2021,13
FWLC,BA,Spanish Language & Literature (BA),2021,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2020,46
FWLC,BA,World Lang & Cultures: German Studies (BA),2020,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2020,14
FWLC,BA,Spanish Translation & Business (BA),2020,3
FWLC,BA,Spanish Language & Literature (BA),2020,4
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2019,38
FWLC,BA,World Lang & Cultures: German Studies (BA),2019,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2019,15
FWLC,BA,Spanish Translation & Business (BA),2019,10
FWLC,BA,Spanish Language & Literature (BA),2019,18
FWLC,BA,German - Translation & Business (BA),2019,2
FWLC,BA,German - Language & Literature (BA),2019,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2018,18
FWLC,BA,World Lang & Cultures: German Studies (BA),2018,2
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2018,14
FWLC,BA,Spanish Translation & Business (BA),2018,24
FWLC,BA,Spanish Language & Literature (BA),2018,34
FWLC,BA,German - Translation & Business (BA),2018,1
FWLC,BA,German - Language & Literature (BA),2018,4
FWLC,BA,French - Translation & Business (BA),2018,1
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2017,9
FWLC,BA,Spanish Translation & Business (BA),2017,32
FWLC,BA,Spanish Language & Literature (BA),2017,48
FWLC,BA,German - Translation & Business (BA),2017,4
FWLC,BA,German - Language & Literature (BA),2017,4
FWLC,BA,French - Translation & Business (BA),2017,2
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2016,8
FWLC,BA,Spanish Translation & Business (BA),2016,36
FWLC,BA,Spanish Language & Literature (BA),2016,42
FWLC,BA,German - Translation & Business (BA),2016,9
FWLC,BA,German - Language & Literature (BA),2016,5
FWLC,BA,French - Translation & Business (BA),2016,6
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2025,10
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2024,10
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2023,6
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2022,6
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2021,7
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2020,7
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2019,13
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2018,13
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2017,17
FWLC,MA,World Lang & Cultures-Spanish & Hispanic Studies (MA),2016,10
FWLC,MA,Foreign Languages - French (MA),2016,2
GEOG,BA/BS,Geography (BS),2021,18
GEOG,BA/BS,Geography (BA),2021,3
GEOG,BA/BS,Geography (BS),2020,20
GEOG,BA/BS,Geography (BA),2020,2
GEOG,BA/BS,Geography (BS),2019,21
GEOG,BA/BS,Geography (BA),2019,3
GEOG,BA/BS,Geography (BS),2018,30
GEOG,BA/BS,Geography (BA),2018,2
GEOG,BA/BS,Geography (BS),2017,26
GEOG,BA/BS,Geography (BA),2017,4
GEOG,BA/BS,Geography (BS),2016,26
GEOG,BA/BS,Geography (BA),2016,5
GEOG,BS,Meteorology (BS),2021,54
GEOG,BS,Geography-Geomatics (BS),2021,1
GEOG,BS,Meteorology (BS),2020,56
GEOG,BS,Geography-Geomatics (BS),2020,1
GEOG,BS,Meteorology (BS),2019,50
GEOG,BS,Geography-Geomatics (BS),2019,4
GEOG,BS,Meteorology (BS),2018,47
GEOG,BS,Geography-Geomatics (BS),2018,11
GEOG,BS,Meteorology (BS),2017,50
GEOG,BS,Geography-Geomatics (BS),2017,9
GEOG,BS,Meteorology (BS),2016,59
GEOG,BS,Geography-Geomatics (BS),2016,10
GEOG,MS,Geography (MS),2021,12
GEOG,MS,Geography (MS),2020,12
GEOG,MS,Geography (MS),2019,9
GEOG,MS,Geography (MS),2018,13
GEOG,MS,Geography (MS),2017,13
GEOG,MS,Geography (MS),2016,13
GEOG,PHD,Geography (PHD),2021,8
GEOG,PHD,Geography (PHD),2020,9
GEOG,PHD,Geography (PHD),2019,11
GEOG,PHD,Geography (PHD),2018,10
GEOG,PHD,Geography (PHD),2017,12
GEOG,PHD,Geography (PHD),2016,10
GEOL,BS,Geology - Geology (BS),2021,28
GEOL,BS,Geology - Environmental Geosciences (BS),2021,8
GEOL,BS,Geology - Earth & Space Science Education (BS),2021,1
GEOL,BS,Geology - Geology (BS),2020,18
GEOL,BS,Geology - Environmental Geosciences (BS),2020,8
GEOL,BS,Geology - Earth & Space Science Education (BS),2020,1
GEOL,BS,Geology - Geology (BS),2019,18
GEOL,BS,Geology - Environmental Geosciences (BS),2019,9
GEOL,BS,Geology - Earth & Space Science Education (BS),2019,4
GEOL,BS,Geology - Geology (BS),2018,24
GEOL,BS,Geology - Environmental Geosciences (BS),2018,8
GEOL,BS,Geology - Earth & Space Science Education (BS),2018,3
GEOL,BS,Geology - Geology (BS),2017,25
GEOL,BS,Geology - Environmental Geosciences (BS),2017,14
GEOL,BS,Geology - Earth & Space Science Education (BS),2017,6
GEOL,BS,Geology - Geology (BS),2016,31
GEOL,BS,Geology - Environmental Geosciences (BS),2016,15
GEOL,BS,Geology - Earth & Space Science Education (BS),2016,2
GEOL,MS,Geology (MS),2021,17
GEOL,MS,Geology (MS),2020,17
GEOL,MS,Geology (MS),2019,21
GEOL,MS,Geology (MS),2018,21
GEOL,MS,Geology (MS),2017,23
GEOL,MS,Geology (MS),2016,29
GEOL,PHD,Geology (PHD),2021,6
GEOL,PHD,Geology (PHD),2020,7
GEOL,PHD,Geology (PHD),2019,8
GEOL,PHD,Geology (PHD),2018,5
GEOL,PHD,Geology (PHD),2017,6
GEOL,PHD,Geology (PHD),2016,8
GRADS,,Certificate of Graduate Study,2025,55
HIST,BA,History (BA),2025,121
HIST,BA,History (BA),2024,113
HIST,BA,History (BA),2023,128
HIST,BA,History (BA),2022,134
HIST,BA/BS,History (BS),2021,24
HIST,BA/BS,History (BA),2021,129
HIST,BA/BS,History (BS),2020,24
HIST,BA/BS,History (BA),2020,144
HIST,BA/BS,History (BS),2019,26
HIST,BA/BS,History (BA),2019,136
HIST,BA/BS,History (BS),2018,38
HIST,BA/BS,History (BA),2018,145
HIST,BA/BS,History (BS),2017,32
HIST,BA/BS,History (BA),2017,160
HIST,BA/BS,History (BS),2016,39
HIST,BA/BS,History (BA),2016,151
HIST,BS,History (BS),2025,31
HIST,BS,History (BS),2024,34
HIST,BS,History (BS),2023,32
HIST,BS,History (BS),2022,27
HIST,MA,History (MA),2025,18
HIST,MA,History (MA),2024,21
HIST,MA,History (MA),2023,21
HIST,MA,History (MA),2022,22
HIST,MA,History (MA),2021,17
HIST,MA,History (MA),2020,20
HIST,MA,History (MA),2019,24
HIST,MA,History (MA),2018,20
HIST,MA,History (MA),2017,16
HIST,MA,History (MA),2016,11
HIST,PHD,History (PHD),2025,22
HIST,PHD,History (PHD),2024,24
HIST,PHD,History (PHD),2023,23
HIST,PHD,History (PHD),2022,22
HIST,PHD,History (PHD),2021,20
HIST,PHD,History (PHD),2020,16
HIST,PHD,History (PHD),2019,17
HIST,PHD,History (PHD),2018,21
HIST,PHD,History (PHD),2017,21
HIST,PHD,History (PHD),2016,23
HLTH,,Pre-MLT to MLS Degree Compl,2025,1
HLTH,,Pre-MLT to MLS Degree Compl,2024,1
HLTH,,Pre-MLT to MLS Degree Compl,2018,3
HLTH,,Pre-MLT to MLS Degree Compl,2017,26
HLTH,,Pre-MLT to MLS Degree Compl,2016,49
HLTH,BS,Public Health-Health Promotion (BS),2025,7
HLTH,BS,Public Health-Environment and Health (BS),2025,7
HLTH,BS,Public Health - Health Administration (BS),2025,30
HLTH,BS,Public Health - Gen Public Health (BS),2025,16
HLTH,BS,Nutrition Sciences (BS),2025,50
HLTH,BS,Medical Laboratory Sciences (BS),2025,51
HLTH,BS,Public Health-Health Promotion (BS),2024,6
HLTH,BS,Public Health-Environment and Health (BS),2024,4
HLTH,BS,Public Health - Health Administration (BS),2024,35
HLTH,BS,Public Health - Gen Public Health (BS),2024,19
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2024,42
HLTH,BS,Medical Laboratory Sciences (BS),2024,44
HLTH,BS,Public Health-Health Promotion (BS),2023,7
HLTH,BS,Public Health-Environment and Health (BS),2023,6
HLTH,BS,Public Health - Health Administration (BS),2023,46
HLTH,BS,Public Health - Gen Public Health (BS),2023,17
